ts_datetime,ts_frc,ts_wattemp,ts_cond,hh_datetime,hh_frc
2021-05-25T07:27:00,0.64,19.1,511,2021-05-25T13:41:00,0.22
2021-05-25T07:36:00,0.06,22.5,420,2021-05-25T12:52:00,0.02
2021-05-25T07:38:00,0.34,23,421,2021-05-25T14:07:00,0.1
2021-05-25T07:39:00,0.41,21.5,519,2021-05-25T13:50:00,0.03
2021-05-25T07:47:00,0.5,23.5,523,2021-05-25T14:29:00,0.43
2021-05-25T07:50:00,0.64,21.5,521,2021-05-25T14:11:00,0.21
2021-05-25T07:51:00,0.06,22.2,422,2021-05-25T13:04:00,0.02
2021-05-25T08:02:00,0.64,23.2,520,2021-05-25T14:37:00,0.04
2021-05-25T08:07:00,0.04,22.1,423,2021-05-25T13:17:00,0.02
2021-05-25T08:17:00,0.51,23.2,512,2021-05-25T14:49:00,0.27
2021-05-25T08:58:00,0.59,24,420,2021-05-26T08:05:00,0.29
2021-05-25T09:15:00,0.39,24,435,2021-05-26T08:21:00,0.02
2021-05-25T09:27:00,0.69,24.4,424,2021-05-26T08:28:00,0.11
2021-05-25T09:44:00,0.61,24.8,417,2021-05-26T08:45:00,0.2
2021-05-25T09:59:00,0.36,24.7,427,2021-05-26T08:58:00,0.37
2021-05-25T10:18:00,0.43,24.6,439,2021-05-26T09:14:00,0.09
2021-05-26T06:37:00,1,23,428,2021-05-26T13:10:00,0.11
2021-05-26T06:51:00,0.82,22.5,417,2021-05-26T13:34:00,0.32
2021-05-26T07:02:00,0.51,21.6,430,2021-05-26T13:49:00,0.19
2021-05-26T07:06:00,0.52,22.4,517,2021-05-26T13:11:00,0.26
2021-05-26T07:09:00,0.67,20.8,534,2021-05-26T14:04:00,0.26
2021-05-26T07:13:00,0.64,21.9,426,2021-05-26T14:05:00,0.32
2021-05-26T07:18:00,0.64,20.6,560,2021-05-26T13:34:00,0.03
2021-05-26T07:25:00,0.78,23.4,460,2021-05-26T14:27:00,0.58
2021-05-26T07:28:00,0.57,20.1,517,2021-05-26T14:23:00,0.32
2021-05-26T07:34:00,0.31,22.8,484,2021-05-26T13:21:00,0.01
2021-05-26T07:36:00,0.64,22.8,428,2021-05-26T14:41:00,0.58
2021-05-26T07:36:00,0.15,20,358,2021-05-26T13:46:00,0.12
