ts_datetime,ts_frc,ts_wattemp,ts_cond,hh_datetime,hh_frc
2019-08-15T03:06:00,0.59,28.8,311,2019-08-15T09:13:00,0.34
2019-08-15T03:06:00,0.42,28.6,291,2019-08-15T09:20:00,0.14
2019-08-15T03:08:00,0.05,28.2,320.67,2019-08-15T09:01:00,0.03
2019-08-15T03:17:00,0.54,29.1,292,2019-08-15T09:42:00,0.2
2019-08-15T03:21:00,0.12,28.2,320.67,2019-08-15T08:46:00,0.08
2019-08-15T03:34:00,0.11,28.9,320.67,2019-08-15T09:25:00,0.05
2019-08-15T03:44:00,0.13,28.4,320.67,2019-08-15T09:34:00,0.06
2019-08-17T02:10:00,0.64,27.6,315,2019-08-17T09:11:00,0.53
2019-08-17T02:19:00,1.23,27.7,314,2019-08-17T09:22:00,0.86
2019-08-17T02:20:00,0.19,27.7,320.67,2019-08-17T08:32:00,0.11
2019-08-17T02:31:00,0.32,27.7,320.67,2019-08-17T08:50:00,0.09
2019-08-17T02:34:00,0.78,27.8,312,2019-08-17T08:49:00,0.52
2019-08-17T02:41:00,0.31,27.7,320.67,2019-08-17T09:08:00,0.08
2019-08-17T02:42:00,0.86,27.7,315,2019-08-17T08:58:00,0.18
2019-08-17T02:52:00,0.47,27.9,320.67,2019-08-17T09:00:00,0.07
2019-08-17T02:54:00,0.96,27.5,313,2019-08-17T08:38:00,0.61
2019-08-17T03:02:00,0.38,27.6,320.67,2019-08-17T09:22:00,0.09
2019-08-17T08:45:00,0.75,28.4,365,2019-08-18T01:39:00,0.43
2019-08-17T08:57:00,0.72,28.7,355,2019-08-18T01:46:00,0.28
2019-08-17T09:16:00,0.73,28.5,351,2019-08-18T01:56:00,0.37
2019-08-17T09:23:00,0.53,27.8,340,2019-08-18T02:07:00,0.15
2019-08-17T09:26:00,1.03,28.5,472,2019-08-18T01:44:00,0.02
2019-08-17T09:35:00,1.08,28.2,469,2019-08-18T02:15:00,0.05
2019-08-17T09:40:00,0.73,27.9,346,2019-08-18T02:19:00,0.38
2019-08-17T09:43:00,0.59,28.1,289,2019-08-18T02:26:00,0.53
2019-08-17T09:55:00,0.69,27.9,290,2019-08-18T02:40:00,0.5
2019-08-17T10:09:00,0.7,28,292,2019-08-18T01:56:00,0.5
2019-08-18T01:55:00,0.67,27,312,2019-08-18T09:33:00,0.46
2019-08-18T02:09:00,0.84,26.8,309,2019-08-18T09:15:00,0.72
2019-08-18T02:20:00,0.81,27,307,2019-08-18T08:46:00,0.52
2019-08-18T02:29:00,0.71,27.2,311,2019-08-18T08:34:00,0.28
2019-08-18T02:42:00,0.61,27.2,310,2019-08-18T08:24:00,0.41
2019-08-18T02:48:00,0.09,27.1,320.67,2019-08-18T08:56:00,0.02
2019-08-18T03:00:00,0.1,26.9,320.67,2019-08-18T09:05:00,0.03
2019-08-18T03:15:00,0.1,27.3,329.62,2019-08-18T09:24:00,0.06
2019-08-18T03:33:00,0.13,27.3,320.67,2019-08-18T09:14:00,0.04
2019-08-18T09:02:00,0.78,29.4,368,2019-08-19T01:19:00,0.51
2019-08-18T09:15:00,1.1,28.5,532,2019-08-19T01:28:00,0.45
2019-08-18T09:28:00,0.85,27.9,367,2019-08-19T01:43:00,0.45
2019-08-18T09:36:00,0.89,28.4,523,2019-08-19T02:07:00,0.14
2019-08-18T10:00:00,0.88,28.2,498,2019-08-19T02:20:00,0.35
2019-08-18T10:29:00,0.69,27.8,291,2019-08-19T01:34:00,0.26
2019-08-18T10:34:00,0.67,27.8,295,2019-08-19T02:15:00,0.58
2019-08-18T10:42:00,0.75,28.2,291,2019-08-19T02:40:00,0.09
2019-08-18T10:49:00,0.69,28.1,293,2019-08-19T02:26:00,0.45
2019-08-18T10:59:00,0.68,28.2,292,2019-08-19T02:05:00,0.3
2019-08-19T02:05:00,0.67,27.3,311,2019-08-19T09:15:00,0.23
2019-08-19T02:14:00,0.76,27.3,312,2019-08-19T09:28:00,0.49
2019-08-19T02:27:00,0.92,27.8,314,2019-08-19T09:03:00,0.58
2019-08-19T02:37:00,0.86,27.9,314,2019-08-19T08:52:00,0.43
2019-08-19T02:40:00,0.41,20.1,320.67,2019-08-19T08:58:00,0.1
2019-08-19T02:45:00,0.85,27.6,312,2019-08-19T08:44:00,0.63
2019-08-19T02:49:00,0.44,27.9,320.67,2019-08-19T09:08:00,0.06
2019-08-19T03:02:00,0.23,27.9,320.67,2019-08-19T09:33:00,0.03
2019-08-19T03:24:00,0.59,28.5,320.67,2019-08-19T09:22:00,0.07
2019-08-19T03:39:00,0.6,28.4,320.67,2019-08-19T09:44:00,0.08
2019-08-19T09:11:00,0.24,27.4,368,2019-08-20T01:16:00,0.08
2019-08-19T09:23:00,0.26,27.5,389,2019-08-20T01:27:00,0.11
2019-08-19T09:37:00,0.33,27.9,391,2019-08-20T01:37:00,0.15
2019-08-19T09:51:00,0.34,27.6,379,2019-08-20T01:49:00,0.09
2019-08-19T09:56:00,0.86,28.6,294,2019-08-20T01:59:00,0.48
2019-08-19T10:04:00,0.33,27.6,387,2019-08-20T01:58:00,0.08
2019-08-19T10:08:00,0.93,28.4,294,2019-08-20T02:10:00,0.75
2019-08-19T10:24:00,1,28.4,293,2019-08-20T02:21:00,0.06
2019-08-19T10:33:00,1.04,28.2,293,2019-08-20T02:31:00,0.42
2019-08-19T10:47:00,0.92,28.6,292,2019-08-20T01:45:00,0.77
2019-08-20T01:54:00,0.73,28,316,2019-08-20T08:32:00,0.34
2019-08-20T02:06:00,0.71,28.1,311,2019-08-20T08:42:00,0.61
2019-08-20T02:16:00,0.42,28.2,312,2019-08-20T08:59:00,0.11
2019-08-20T02:25:00,0.66,28.1,312,2019-08-20T09:11:00,0.48
2019-08-20T02:48:00,0.48,27.5,297.82,2019-08-20T08:36:00,0.19
2019-08-20T03:02:00,0.49,27.7,297.82,2019-08-20T08:49:00,0.2
2019-08-20T03:11:00,0.4,28,297.82,2019-08-20T08:58:00,0.17
2019-08-20T03:23:00,0.44,28,297.82,2019-08-20T09:08:00,0.31
2019-08-20T03:32:00,0.46,28.2,297.82,2019-08-20T09:17:00,0.32
2019-08-20T09:37:00,0.24,27.9,329.62,2019-08-21T01:34:00,0.18
2019-08-20T09:54:00,0.29,27.6,329.62,2019-08-21T01:41:00,0.11
2019-08-20T10:06:00,0.32,27.7,329.62,2019-08-21T01:51:00,0.2
2019-08-20T10:15:00,0.35,27.4,329.62,2019-08-21T01:58:00,0.21
2019-08-20T10:24:00,0.85,28.6,299,2019-08-21T02:10:00,0.16
2019-08-20T10:28:00,0.36,28.1,329.62,2019-08-21T02:10:00,0.24
